Date,Close,High,Low,Open,Volume
1986-03-13,0.05970700457692146,0.062372944754610776,0.0543763504902403,0.0543763504902403,1031788800
1986-03-14,0.061839282512664795,0.0629060267455476,0.05970702031591987,0.05970702031591987,308160000
1986-03-17,0.06290601938962936,0.06343908487648155,0.06183927528148632,0.06183927528148632,133171200
1986-03-18,0.06130620464682579,0.06343907954957828,0.06077313920473446,0.06290601410748695,67766400
1986-03-19,0.060240067541599274,0.061839263702722885,0.05970700215455807,0.06130619831568168,47894400
1986-03-20,0.05864087864756584,0.06024007500687039,0.05810781319446433,0.06024007500687039,58435200
1986-03-21,0.05704168602824211,0.059707013468503885,0.05597555505213741,0.058640882492399175,59990400
1986-03-24,0.055442485958337784,0.0570416823184898,0.054909420504953774,0.0570416823184898,65289600
1986-03-25,0.0565086230635643,0.0565086230635643,0.05490942652799563,0.055442492039851854,32083200
1986-03-26,0.05810781940817833,0.05864088491828278,0.0559755573677605,0.056508622877864956,22752000
1986-03-27,0.05917397513985634,0.05917397513985634,0.058107843674423405,0.058107843674423405,16848000
1986-03-31,0.05864087864756584,0.05917394410066736,0.057574747741362814,0.05917394410066736,12873600
1986-04-01,0.05810781940817833,0.05864088491828278,0.05810781940817832,0.05864088491828278,11088000
1986-04-02,0.05864087864756584,0.059707009553768876,0.05810781319446433,0.05810781319446433,27014400
1986-04-03,0.05917397513985634,0.060773172338005735,0.05917397513985634,0.05917397513985634,23040000
1986-04-04,0.05917397513985634,0.0597070408725728,0.05917397513985634,0.05917397513985634,26582400
1986-04-07,0.05810781940817833,0.059707015938491696,0.057041688387969414,0.05917395042838724,16560000
1986-04-08,0.05864087864756584,0.059707009553768876,0.05810781319446433,0.05810781319446433,10252800
1986-04-09,0.05970700457692146,0.06024006998558958,0.05864087375958523,0.05864087375958523,12153600
1986-04-10,0.060240067541599274,0.06077313292864048,0.058640871380475655,0.05970700215455807,13881600
1986-04-11,0.06130620464682579,0.06237294866539562,0.06077313920473446,0.06077313920473446,17222400
1986-04-14,0.061839282512664795,0.062372961196361376,0.06130621696347856,0.06130621696347856,12153600
1986-04-15,0.061839282512664795,0.06183928251266479,0.05970702031591987,0.06183928251266479,9302400
1986-04-16,0.06397214531898499,0.06450521076380375,0.06130620496050081,0.06183927040531958,31910400
1986-04-17,0.0645052045583725,0.0645052045583725,0.06397213916483487,0.06397213916483487,22003200
1986-04-18,0.06237298250198364,0.06450524542707578,0.061839303635990814,0.06450524542707578,21628800
1986-04-21,0.06237298250198364,0.06290604823325668,0.060773172173444745,0.06237298250198364,22924800
1986-04-22,0.06130620464682579,0.06237294866539562,0.06130620464682579,0.06237294866539562,15552000
1986-04-23,0.06157274171710014,0.061839276754691,0.06077314575558805,0.06130621125513953,15609600
1986-04-24,0.06770361214876175,0.06876974317565115,0.06130621285295609,0.061572743321863264,62352000
1986-04-25,0.07196873426437378,0.07490059625991499,0.06823666332019966,0.06823666332019966,85795200
1986-04-28,0.07250180840492249,0.07303487387058137,0.07143506433919043,0.0719687429392636,28886400
1986-04-29,0.0703689381480217,0.07250181328874493,0.06983587264645479,0.07250181328874493,30326400
1986-04-30,0.06876975297927856,0.07090201533702685,0.06717055621096736,0.07036894974758977,30902400
1986-05-01,0.06770361214876175,0.06876974317565115,0.06663748112187236,0.06876974317565115,54345600
1986-05-02,0.06770361214876175,0.06876974317565115,0.06717054663531705,0.06770361214876175,20246400
1986-05-05,0.06717056035995483,0.06770362598231827,0.06717056035995483,0.06770362598231827,3254400
1986-05-06,0.06770361214876175,0.06876974317565115,0.06770361214876175,0.06770361214876175,9734400
1986-05-07,0.06770361214876175,0.06823667766220645,0.06663748112187236,0.06770361214876175,5155200
1986-05-08,0.06823664903640747,0.06823664903640747,0.06717051845676805,0.06770358374658776,3542400
1986-05-09,0.06770361214876175,0.06823667766220645,0.06770361214876175,0.06823667766220645,6076800
1986-05-12,0.06823664903640747,0.06983584490586661,0.06770358374658776,0.06770358374658776,10483200
1986-05-13,0.06876975297927856,0.06930281856871563,0.0682366873898415,0.0682366873898415,3830400
1986-05-14,0.06823664903640747,0.0687697143262272,0.06823664903640747,0.0687697143262272,9302400
1986-05-15,0.06823664903640747,0.0693027796160469,0.06823664903640747,0.06823664903640747,3801600
1986-05-16,0.06876975297927856,0.07036894974758977,0.0682366873898415,0.0682366873898415,11952000
1986-05-19,0.06770361214876175,0.06876974317565115,0.06717054663531705,0.06876974317565115,11001600
1986-05-20,0.06717056035995483,0.06770362598231827,0.0666374947375914,0.06770362598231827,61977600
1986-05-21,0.06610441207885742,0.06770360853380425,0.06610441207885742,0.06717054304882197,8092800
1986-05-22,0.06610441207885742,0.0666374775638397,0.06610441207885742,0.06610441207885742,4406400
1986-05-23,0.06610441207885742,0.06717054304882197,0.06610441207885742,0.06610441207885742,4089600
1986-05-27,0.06823664903640747,0.06823664903640747,0.06610438787712862,0.06610438787712862,13881600
1986-05-28,0.0703689381480217,0.0703689381480217,0.06823667614175404,0.06823667614175404,15523200
1986-05-29,0.07196873426437378,0.07303486506718342,0.06983585952441412,0.07036892492581895,45676800
1986-05-30,0.07463408261537552,0.07570021372307909,0.07250182039996839,0.07250182039996839,27072000
1986-06-02,0.07250180840492249,0.07463407026755801,0.07250180840492249,0.07463407026755801,19728000
1986-06-03,0.07250180840492249,0.07250180840492249,0.07143506433919043,0.07250180840492249,5011200
1986-06-04,0.07196873426437378,0.07303486506718342,0.07143505572862859,0.0725017996657786,4723200
1986-06-05,0.07303489744663239,0.07303489744663239,0.07143508739881431,0.07196876617116181,13708800
1986-06-06,0.07303489744663239,0.07303489744663239,0.07196876617116181,0.07303489744663239,3427200
1986-06-09,0.06983589380979538,0.07303490092309199,0.06983589380979538,0.07303490092309199,12672000
1986-06-10,0.06983589380979538,0.06983589380979538,0.06876976248357698,0.06983589380979538,3427200
1986-06-11,0.06983589380979538,0.06983589380979538,0.06876976248357698,0.06983589380979538,2304000
1986-06-12,0.06717056035995483,0.06983588847177202,0.0666374947375914,0.06983588847177202,13708800
1986-06-13,0.06717056035995483,0.06770362598231827,0.0666374947375914,0.06717056035995483,7891200
1986-06-16,0.06663750112056732,0.06770363246741523,0.06610443544714337,0.06717056679399128,9590400
1986-06-17,0.06770361214876175,0.06876974317565115,0.06717054663531705,0.06717054663531705,13075200
1986-06-18,0.06717056035995483,0.06770362598231827,0.06610442911522796,0.06770362598231827,4348800
1986-06-19,0.06663750112056732,0.06770363246741523,0.06610443544714337,0.06717056679399128,8467200
1986-06-20,0.06690402328968048,0.06717055378696515,0.06663748821676496,0.06663748821676496,3801600
1986-06-23,0.06770361214876175,0.06770361214876175,0.06557135009498295,0.06690401616640988,46195200
1986-06-24,0.06717056035995483,0.06823669160468171,0.0666374947375914,0.06770362598231827,14572800
1986-06-25,0.06610441207885742,0.06770360853380425,0.06610441207885742,0.06717054304882197,15235200
1986-06-26,0.06397214531898499,0.06663747254307885,0.06397214531898499,0.06610440709826007,19152000
1986-06-27,0.06343907117843628,0.064505201921937,0.06290600580668593,0.06397213655018665,10396800
1986-06-30,0.06557133048772812,0.0671705265498678,0.06290600371749533,0.06343906907154188,62352000
1986-07-01,0.06557133048772812,0.06557133048772812,0.06503826513368156,0.06557133048772812,47577600
1986-07-02,0.06557133048772812,0.06557133048772812,0.06503826513368156,0.06557133048772812,52617600
1986-07-03,0.06663750112056732,0.06717056679399128,0.06610443544714337,0.06610443544714337,14140800
1986-07-07,0.06397214531898499,0.06663747254307885,0.06397214531898499,0.06663747254307885,14054400
1986-07-08,0.06237298250198364,0.06397217969580275,0.061839303635990814,0.06397217969580275,14256000
1986-07-09,0.05970700457692146,0.062372944754610776,0.059173939168253344,0.062372944754610776,46137600
1986-07-10,0.05810781940817833,0.060240081448596154,0.05544249185765604,0.059707015938491696,46886400
1986-07-11,0.05970700457692146,0.060773135394257695,0.05810780835091711,0.05810780835091711,17395200
1986-07-14,0.058907411992549896,0.06024007797886684,0.058107816061263785,0.058107816061263785,28598400
1986-07-15,0.05970700457692146,0.060773135394257695,0.05810780835091711,0.05890740417610455,13190400
1986-07-16,0.061839282512664795,0.06183928251266479,0.060240085865106104,0.060240085865106104,9360000
1986-07-17,0.06290601938962936,0.06290601938962936,0.06130620979463412,0.06183927528148632,6940800
1986-07-18,0.06343907117843628,0.06397213655018665,0.06130619655712859,0.06290600580668593,12326400
1986-07-21,0.06343907117843628,0.064505201921937,0.06343907117843628,0.06343907117843628,3513600
1986-07-22,0.06557133048772812,0.06557133048772812,0.06343906907154188,0.06343906907154188,10512000
1986-07-23,0.06397214531898499,0.06663747254307885,0.06397214531898499,0.0655713416534413,20793600
1986-07-24,0.06610441207885742,0.06717054304882197,0.06503828110889288,0.06503828110889288,14140800
1986-07-25,0.06663750112056732,0.06717056679399128,0.06610443544714337,0.06610443544714337,20448000
1986-07-28,0.0650382861495018,0.06663748272838983,0.0650382861495018,0.06663748272838983,11808000
1986-07-29,0.06343907117843628,0.06557133266543771,0.06237294043493557,0.06503826729368735,14054400
1986-07-30,0.06130620464682579,0.06343907954957828,0.05917394287846048,0.06343907954957828,26409600
1986-07-31,0.060773130506277084,0.061839261237864464,0.060773130506277084,0.06130619587207078,15638400
1986-08-01,0.060240067541599274,0.06130619831568168,0.05970700215455807,0.06077313292864048,12902400
1986-08-04,0.060240067541599274,0.060240067541599274,0.058640871380475655,0.060240067541599274,12441600
1986-08-05,0.05970700457692146,0.060773135394257695,0.05970700457692146,0.06024006998558958,2822400
1986-08-06,0.05917397513985634,0.060240106605289265,0.058107843674423405,0.0597070408725728,18316800
1986-08-07,0.05864087864756584,0.059707009553768876,0.05810781319446433,0.05917394410066736,3657600
1986-08-08,0.05917397513985634,0.060240106605289265,0.058640909407139875,0.058640909407139875,4147200
1986-08-11,0.06130620464682579,0.06183927008891712,0.060240073762643134,0.060240073762643134,7948800
1986-08-12,0.06290601938962936,0.06290601938962936,0.06130620979463412,0.06130620979463412,9993600
1986-08-13,0.06343907117843628,0.06343907117843628,0.06237294043493557,0.06290600580668593,6883200
1986-08-14,0.0650382861495018,0.0655713516757978,0.06343908957061375,0.06343908957061375,20131200
1986-08-15,0.06530480086803436,0.06557133126038378,0.06450520053972798,0.06503826590005589,6105600
1986-08-18,0.0645052045583725,0.06557133534544775,0.0645052045583725,0.06530480493649361,12787200
1986-08-19,0.0645052045583725,0.06477173954295598,0.06343907377129723,0.0645052045583725,20390400
1986-08-20,0.06397214531898499,0.06450521076380375,0.06397214531898499,0.06450521076380375,20764800
1986-08-21,0.06397214531898499,0.06503827620862253,0.06397214531898499,0.06397214531898499,49536000
1986-08-22,0.06290601938962936,0.06450521585018594,0.06183927528148632,0.06397215036333374,5760000
1986-08-25,0.06290601938962936,0.06290601938962936,0.06183927528148632,0.06290601938962936,2419200
1986-08-26,0.06237298250198364,0.06290604823325668,0.06237298250198364,0.06290604823325668,10857600
1986-08-27,0.06237298250198364,0.06290604823325668,0.061839303635990814,0.06237298250198364,9532800
1986-08-28,0.06237298250198364,0.06290604823325668,0.06237298250198364,0.06237298250198364,3427200
1986-08-29,0.060773130506277084,0.06290600510375126,0.059706999774689705,0.06237293973795757,25430400
1986-09-02,0.05917397513985634,0.060773172338005735,0.058374374252965516,0.060773172338005735,5212800
1986-09-03,0.05757475644350052,0.05864088751084395,0.05597555984248537,0.05864088751084395,18316800
1986-09-04,0.06237298250198364,0.06237298250198364,0.05864090924835261,0.05864090924835261,39427200
1986-09-05,0.0650382861495018,0.0650382861495018,0.06183927985724169,0.062372958518021736,26352000
1986-09-08,0.0645052045583725,0.06557133534544775,0.0645052045583725,0.06503826995191012,9619200
1986-09-09,0.06557133048772812,0.0671705265498678,0.06450519977963501,0.06450519977963501,37526400
1986-09-10,0.0645052045583725,0.06610440073898538,0.0645052045583725,0.06557133534544775,10886400
1986-09-11,0.061839282512664795,0.06503828894229252,0.06183928251266479,0.0645052233931063,35654400
1986-09-12,0.060240067541599274,0.06237294222408794,0.060240067541599274,0.061839263702722885,24451200
1986-09-15,0.06130620464682579,0.06130620464682579,0.05917394287846048,0.060240073762643134,22492800
1986-09-16,0.06130620464682579,0.06183927008891712,0.060240073762643134,0.06130620464682579,5184000
1986-09-17,0.06290601938962936,0.06397215036333374,0.06077314430778193,0.06130620979463412,8035200
1986-09-18,0.06343907117843628,0.064505201921937,0.06290600580668593,0.06290600580668593,5356800
1986-09-19,0.06343907117843628,0.06397213655018665,0.06290600580668593,0.06343907117843628,2505600
1986-09-22,0.06290601938962936,0.06343908487648155,0.06290601938962936,0.06343908487648155,4492800
1986-09-23,0.06397214531898499,0.06450521076380375,0.06290601442934743,0.06290601442934743,5961600
1986-09-24,0.06317254900932312,0.06397214488329059,0.06290601400091413,0.06397214488329059,4780800
1986-09-25,0.061839282512664795,0.06343909229473384,0.06183928251266479,0.06317256180795605,5155200
1986-09-26,0.061839282512664795,0.062372961196361376,0.06130621696347856,0.06183928251266479,2332800
1986-09-29,0.060240067541599274,0.061839263702722885,0.060240067541599274,0.061839263702722885,6192000
1986-09-30,0.060240067541599274,0.06130619831568168,0.060240067541599274,0.060240067541599274,5184000
1986-10-01,0.05970700457692146,0.061306200802925814,0.05864087375958523,0.06024006998558958,32428800
1986-10-02,0.05970700457692146,0.060773135394257695,0.059173939168253344,0.05970700457692146,22723200
1986-10-03,0.060240067541599274,0.06077313292864048,0.05970700215455807,0.05970700215455807,14716800
1986-10-06,0.0650382861495018,0.06610441720209383,0.06183927985724169,0.06183927985724169,85334400
1986-10-07,0.06637094914913177,0.06770361061473289,0.06503828310790039,0.06503828310790039,59788800
1986-10-08,0.06823664903640747,0.06903624468332283,0.06557132258730891,0.0663709228098527,119606400
1986-10-09,0.0703689381480217,0.07196874778717802,0.06823667614175404,0.06823667614175404,92563200
1986-10-10,0.0735679417848587,0.07516713823506264,0.06930280478321352,0.07036893575001614,76752000
1986-10-13,0.0703689381480217,0.07356794429187875,0.0703689381480217,0.07356794429187875,27129600
1986-10-14,0.07143507897853851,0.07196875768797964,0.07090201340363733,0.07090201340363733,12873600
1986-10-15,0.07463408261537552,0.0751671481692273,0.07143507615774909,0.07143507615774909,63532800
1986-10-16,0.07463408261537552,0.0751671481692273,0.07410101706152374,0.07463408261537552,21859200
1986-10-17,0.07676630467176437,0.07729936537112359,0.07463404357181425,0.07463404357181425,124444800
1986-10-20,0.07729942351579666,0.07836555486771637,0.075167165387589,0.07676636241546857,43545600
1986-10-21,0.08049779385328293,0.08049779385328293,0.07783247083443952,0.07783247083443952,112377600
1986-10-22,0.08049779385328293,0.08129739441944028,0.07996473291001857,0.08049779385328293,54576000
1986-10-23,0.08049779385328293,0.0810308639478081,0.0796982024383864,0.08049779385328293,70444800
1986-10-24,0.0799647644162178,0.08049782556950878,0.07783250150052497,0.08049782556950878,101376000
1986-10-27,0.08263072371482849,0.08263072371482849,0.08049783817904942,0.08049783817904942,125654400
1986-10-28,0.0844964012503624,0.08582907192024118,0.0826306787848017,0.0826306787848017,142646400
1986-10-29,0.0820976123213768,0.08476294462787806,0.08103086809452167,0.08449640499134503,53222400
1986-10-30,0.08369681984186172,0.08476295101454011,0.08156455749650497,0.08209761850721316,44380800
1986-10-31,0.08263072371482849,0.08476298696452854,0.08209765332677053,0.08369685533967852,63734400
1986-11-03,0.08422989398241043,0.08476296422747615,0.08316376264354243,0.08316376264354243,42192000
1986-11-04,0.0874282568693161,0.0874282568693161,0.08422986399153161,0.08422986399153161,54403200
1986-11-05,0.09275954216718674,0.09329261232225293,0.0868952030832228,0.08742827323828899,45100800
1986-11-06,0.09489179402589798,0.09702405610861983,0.0922264709981261,0.09275953194317614,72576000
1986-11-07,0.09435871988534927,0.09542485077761823,0.09275951897131608,0.09489178075585396,44323200
1986-11-10,0.09062664955854416,0.09435872561825494,0.09009357950439242,0.09435872561825494,28684800
1986-11-11,0.09116031974554062,0.09222645055052886,0.09116031974554062,0.09116031974554062,11894400
1986-11-12,0.09116031974554062,0.0932925813555171,0.09009356665495191,0.09116031974554062,34156800
1986-11-13,0.0898270457983017,0.09169339032774958,0.08956051535651294,0.09116032944417203,30211200
1986-11-14,0.09062664955854416,0.09062664955854416,0.08796131759030579,0.08982704905294663,18720000
1986-11-17,0.09116031974554062,0.09222645055052886,0.08956050582808721,0.09062663663307545,24307200
1986-11-18,0.08636214584112167,0.0916934150022352,0.08636214584112167,0.09116035397521216,59673600
1986-11-19,0.08956050872802734,0.09009356957215238,0.0863621162094997,0.0863621162094997,48729600
1986-11-20,0.0964910015463829,0.0964910015463829,0.08956054010295565,0.08956054010295565,98179200
1986-11-21,0.09968937188386917,0.10075612513336094,0.09702404905000275,0.09702404905000275,91065600
1986-11-24,0.10768602043390274,0.1082190815808057,0.09649102255032317,0.09968941688553394,173836800
